text,label
Where are you ? You said you would be here when I woke ... :-(,Normal
K.k..how is your sister kids?,Normal
Wif my family booking tour package.,Normal
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,Normal
K. Did you call me just now ah? ,Normal
Enjoy ur life. . Good night,Normal
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,Spam
I am not at all happy with what you saying or doing,Normal
Am okay. Will soon be over. All the best,Normal
Can ü call me at 10:10 to make sure dat i've woken up...,Normal
No..its ful of song lyrics..,Normal
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50",Spam
You all ready for * big day tomorrow?,Normal
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",Spam
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,Normal
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",Spam
Compliments to you. Was away from the system. How your side.,Normal
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,Normal
Yes baby! We can study all the positions of the kama sutra ;),Normal
I called but no one pick up e phone. I ask both of them already they said ok.,Normal
"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",Normal
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,Normal
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,Spam
Having lunch:)you are not in online?why?,Normal
Sweet heart how are you?,Normal
Your bill at 3 is £33.65 so thats not bad!,Normal
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",Spam
I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,Normal
Yup no more already... Thanx 4 printing n handing it up.,Normal
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,Normal
Gettin rdy to ship comp,Normal
Hi dis is yijue i would be happy to work wif ü all for gek1510...,Normal
Lol! Oops sorry! Have fun. ,Normal
Same. Wana plan a trip sometme then,Normal
Are you driving or training?,Normal
"Oh, then your phone phoned me but it disconnected",Normal
Do we have any spare power supplies,Normal
Captain vijaykanth is doing comedy in captain tv..he is drunken :),Normal
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,Normal
I re-met alex nichols from middle school and it turns out he's dealing!,Normal
Happy birthday... May u find ur prince charming soon n dun work too hard...,Normal
Serious? What like proper tongued her,Normal
Its ok..come to my home it vl nice to meet and v can chat..,Normal
I dont understand your message.,Normal
No dear i do have free messages without any recharge. Hi hi hi,Normal
How much are we getting?,Normal
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",Spam
No one cares about your opinion. Shut up and go away forever.,Harassment
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,Normal
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,Normal
I.ll give her once i have it. Plus she said grinule greet you whenever we speak,Normal
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",Normal
"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",Normal
Dear how you. Are you ok?,Normal
Are you angry with me. What happen dear,Normal
Surely result will offer:),Normal
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,Spam
No no. I will check all rooms befor activities,Normal
I cant pick the phone right now. Pls send a message,Normal
Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,Normal
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,Normal
"Yeah sure, give me a couple minutes to track down my wallet",Normal
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,Normal
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",Spam
Ok u can take me shopping when u get paid =D,Normal
No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,Normal
"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,Normal
URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,Spam
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,Normal
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,Spam
Once free call me sir.,Normal
What pa tell me.. I went to bath:-),Normal
Sorry for the delay. Yes masters,Normal
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,Normal
Yay can't wait to party together!,Normal
Yup i'm elaborating on the safety aspects and some other issues..,Normal
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,Spam
Tell where you reached,Normal
Thats cool. i am a gentleman and will treat you with dignity and respect.,Normal
it's really getting me down just hanging around.,Normal
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,Spam
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,Spam
Dont think so. It turns off like randomlly within 5min of opening,Normal
"Yo, you at jp and hungry like a mofo?",Normal
She's fine. Sends her greetings,Normal
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,Normal
Ü give me some time to walk there.,Normal
dont make ne plans for nxt wknd coz she wants us to come down then ok,Normal
Wat r u doing now?,Normal
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",Spam
Mm yes dear look how i am hugging you both. :-P,Normal
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",Spam
I wont. So wat's wit the guys,Normal
K... Must book a not huh? so going for yoga basic on sunday?,Normal
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,Spam
Ill be at yours in about 3 mins but look out for me,Normal
"Not yet chikku..going to room nw, i'm in bus..",Normal
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",Normal
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),Normal
Just nw i came to hme da..,Normal
I am late. I will be there at,Normal
NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,Normal
You were supposed to wake ME up &gt;:(,Normal
He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,Normal
I had askd u a question some hours before. Its answer,Normal
Leave it. U will always be ignorant.,Normal
Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,Normal
Jay's getting really impatient and belligerent,Normal
No message..no responce..what happend?,Normal
Yes when is the appt again?,Normal
Ok lor...,Normal
So wats ur opinion abt him and how abt is character?,Normal
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",Normal
I sent them. Do you like?,Normal
Great! I have to run now so ttyl!,Normal
Mm have some kanji dont eat anything heavy ok,Normal
Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,Spam
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",Spam
Where you. What happen,Normal
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Spam
Dunno lei... I thk mum lazy to go out... I neva ask her yet...,Normal
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,Normal
Thanks for being a loyal customer! Here is an exclusive 35% off coupon just for you.,Promotional
How much u trying to get?,Normal
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",Normal
Even my brother is not like to speak with me. They treat me like aids patent.,Normal
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",Normal
K...k:)why cant you come here and search job:),Normal
 what number do u live at? Is it 11?,Normal
Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,Spam
Fine. Do you remember me.,Normal
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""",Spam
"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",Normal
Hi.what you think about match?,Normal
We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,Spam
Hmm thinking lor...,Normal
U buy newspapers already?,Normal
"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",Normal
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",Spam
No. On the way home. So if not for the long dry spell the season would have been over,Normal
Am going to take bath ill place the key in window:-),Normal
Anything lor but toa payoh got place 2 walk meh...,Normal
I've told you everything will stop. Just dont let her get dehydrated.,Normal
HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,Normal
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",Normal
"So check your errors and if you had difficulties, do correction.",Normal
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",Normal
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",Spam
"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",Normal
Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,Normal
Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,Normal
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,Normal
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",Normal
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",Normal
Can you open the door?,Normal
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,Normal
Yup i'm free...,Normal
K. I will sent it again,Normal
Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,Normal
"I hav almost reached. Call, i m unable to connect u.",Normal
"Not sure yet, still trying to get a hold of him",Normal
Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,Normal
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,Normal
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",Normal
Hope you are having a great day.,Normal
It took Mr owl 3 licks,Normal
Please ask mummy to call father,Normal
As if i wasn't having enough trouble sleeping.,Normal
In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,Normal
I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,Normal
Dude just saw a parked car with its sunroof popped up. Sux,Normal
Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,Normal
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,Normal
WHITE FUDGE OREOS ARE IN STORES,Normal
Happy new year to u too!,Normal
Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,Normal
"Sorry, I can't text &amp; drive coherently, see you in twenty",Normal
I am in your office na.,Normal
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",Spam
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,Spam
Welp apparently he retired,Normal
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",Spam
"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.",Normal
K.k:)apo k.good movie.,Normal
No break time one... How... I come out n get my stuff fr ü?,Normal
I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,Normal
Then i buy.,Normal
"I'm not coming over, do whatever you want",Normal
FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,Spam
CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,Spam
It's ok i wun b angry. Msg u aft i come home tonight.,Normal
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",Normal
Also andros ice etc etc,Normal
Ok...,Normal
U meet other fren dun wan meet me ah... Muz b a guy rite...,Normal
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",Normal
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",Spam
What time you coming down later? ,Normal
I enjoy watching and playing football and basketball. Anything outdoors. And you?,Normal
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",Spam
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),Normal
Hey do you want anything to buy:),Normal
Haha... Really oh no... How? Then will they deduct your lesson tmr?,Normal
You call him and tell now infront of them. Call him now.,Normal
Simply sitting and watching match in office..,Normal
", how's things? Just a quick question.",Normal
I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.,Normal
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",Normal
"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",Normal
"Hiya, had a good day? Have you spoken to since the weekend?",Normal
Convey my regards to him,Normal
Jus finish blowing my hair. U finish dinner already?,Normal
Ok thanx...,Normal
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",Normal
From here after The performance award is calculated every two month.not for current one month period..,Normal
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",Normal
Good morning pookie pie! Lol hope I didn't wake u up,Normal
Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,Normal
Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,Normal
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",Spam
Where's my boytoy? I miss you ... What happened?,Normal
Near kalainar tv office.thenampet,Normal
K.i will send in  &lt;#&gt;  min:),Normal
"If we hit it off, you can move in with me :)",Normal
"Sorry, I'll call later in meeting",Normal
R u sure they'll understand that! Wine * good idea just had a slurp!,Normal
We will meet soon princess! Ttyl!,Normal
Im just wondering what your doing right now?,Normal
"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",Normal
When/where do I pick you up,Normal
Have your lunch and come quickly and open the door:),Normal
What Today-sunday..sunday is holiday..so no work..,Normal
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,Spam
Howz pain.it will come down today.do as i said ystrday.ice and medicine.,Normal
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",Spam
Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,Normal
Hey! There's veggie pizza... :/,Normal
"Yo, the game almost over? Want to go to walmart soon",Normal
I wish u were here. I feel so alone,Normal
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,Normal
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),Spam
Id onluy matters when getting on from offcampus,Normal
K..u also dont msg or reply to his msg..,Normal
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,Normal
No. Thank you. You've been wonderful,Normal
What's nannys address?,Normal
Can ü all decide faster cos my sis going home liao..,Normal
Ok lor.,Normal
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,Spam
Sos! Any amount i can get pls.,Normal
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,Spam
U WILL SWITCH YOUR FONE ON DAMMIT!!,Normal
I am taking you for italian food. How about a pretty dress with no panties? :),Normal
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,Normal
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,Normal
Ok i juz receive..,Normal
Yo we are watching a movie on netflix,Normal
Exactly. Anyways how far. Is jide her to study or just visiting,Normal
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,Spam
Kay... Since we are out already ,Normal
Did either of you have any idea's? Do you know of anyplaces doing something?,Normal
Then u go back urself lor...,Normal
S s..first time..dhoni rocks...,Normal
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",Normal
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,Spam
"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",Normal
"Yo, you around? Just got my car back",Normal
Shopping lor. Them raining mah hard 2 leave orchard.,Normal
Hi :)finally i completed the course:),Normal
K:)all the best:)congrats...,Normal
Ü wait 4 me in sch i finish ard 5..,Normal
Do you know when the result.,Normal
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",Normal
Not getting anywhere with this damn job hunting over here!,Normal
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,Normal
DOUBLE your Bitcoin in 24 hours GUARANTEED! Limited spots available. Invest now!,Scam
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,Normal
I'm home.,Normal
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",Normal
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,Spam
Where do you need to go to get it?,Normal
I will lick up every drop :) are you ready to use your mouth as well?,Normal
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,Spam
Also hi wesley how've you been,Normal
Yeah confirmed for you staying at  that weekend,Normal
That is wondarfull song,Normal
You will be in the place of that man,Normal
"Uh, heads up we don't have THAT much left",Normal
We live in the next  &lt;#&gt; mins,Normal
But really quite funny lor wat... Then u shd haf run shorter distance wat...,Normal
"I think your mentor is , but not 100 percent sure.",Normal
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",Normal
Y ü wan to go there? C doctor?,Normal
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,Normal
what are your new years plans?,Normal
Do u noe how 2 send files between 2 computers?,Normal
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,Normal
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",Normal
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,Normal
In sch but neva mind u eat 1st lor..,Normal
"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",Normal
Omg it could snow here tonite!,Normal
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,Normal
What are youdoing later? Sar xxx,Normal
Your daily text from me – a favour this time,Normal
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,Spam
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,Spam
88800 and 89034 are premium phone services call 08718711108,Spam
Takin a shower now but yeah I'll leave when I'm done,Normal
Cos darren say ü considering mah so i ask ü...,Normal
Hope you are having a great day.,Normal
I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,Normal
Well I might not come then...,Normal
What you need. You have a person to give na.,Normal
Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,Normal
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,Spam
3 pa but not selected.,Normal
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,Normal
Do I? I thought I put it back in the box,Normal
I was slept that time.you there?,Normal
Dont put your phone on silent mode ok,Normal
Nobody likes you. Everyone is talking about how pathetic you are behind your back.,Harassment
"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",Normal
Are you still getting the goods.,Normal
Watching tv lor. Nice one then i like lor.,Normal
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,Normal
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",Spam
Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,Normal
Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,Normal
88066 FROM 88066 LOST 3POUND HELP,Spam
ok....take care.umma to you too...,Normal
Aight should I just plan to come up later tonight?,Normal
BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,Normal
"sir, you will receive the account no another 1hr time. Sorry for the delay.",Normal
No da. I am happy that we sit together na,Normal
I've reached already.,Normal
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,Spam
Okie.. Thanx..,Normal
Be sure to check your yahoo email. We sent photos yesterday,Normal
Er yep sure. Props?,Normal
O ic lol. Should play 9 doors sometime yo,Normal
How's ur paper?,Normal
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",Normal
Have you had a good day? Mine was really busy are you up to much tomorrow night?,Normal
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,Normal
I'll meet you in the lobby,Normal
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,Normal
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,Spam
Then we wait 4 u lor... No need 2 feel bad lar...,Normal
RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,Spam
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,Spam
Hey you can pay. With salary de. Only  &lt;#&gt; .,Normal
Long beach lor. Expected... U having dinner now?,Normal
"K so am I, how much for an 8th? Fifty?",Normal
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",Spam
Ok i am on the way to home hi hi,Normal
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",Spam
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",Normal
Oops i thk i dun haf enuff... I go check then tell ü..,Normal
Taka lor. Wat time u wan 2 come n look 4 us?,Normal
"Wat time liao, where still got.",Normal
Siva is in hostel aha:-.,Normal
Oh for fuck's sake she's in like tallahassee,Normal
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,Spam
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",Normal
Should I have picked up a receipt or something earlier,Normal
"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!",Spam
Tmrw. Im finishing 9 doors,Normal
